country,university,major,level,annual_fee,currency,notes,
إيران,جامعة خوارزمي,اطالعات و دانش,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,اإلدارة التعليمية,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,اتريخ وفلسفة التعليم,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,البحوث الرتبوية,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,علم النفس السريري,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,علم النفس العام,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,القياس (القياس النفسي),ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,علم اطالعات و,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,اللوجستيات وسلسلة,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,الهندسة المدنية -هندسة,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,الهندسة المدنية -اجليوتقنية,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,الهندسة المدنية -الطرق,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,الزالزل,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,الهندسة المدنية -الهندسة,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,حتويل الطاقة,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,التصميم التطبيقي,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,التصميم التطبيقي,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,الهندسة الصناعية -حتسنی,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,البيئية,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,الهندسة المدنية -الزالزل,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,القانون اخلاص,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,القانون اجلنائي وعلم اجلرمية,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,العالقات الدولية,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,السياسات العامة (جديد),ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,السياسي,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,القانون الدويل العام,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,العالقات الدولية,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,القانون اخلاص,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,الفوتونيات,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,البالزما الطبية,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,البصرايت والليزر,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,الفلك والفيزياء الفلكية,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,الفيزياء -املادة املكثفة,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,اجلاذبية وعلم الكونيات,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,الكمية (جديد),ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,الفيزياء -اجلاذبية وعلم,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,البصرايت والليزر,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,الفيزياء -املادة املكثفة,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,البالزما الطبية,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,البالزما,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,السلوك التنظيمي,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,إدارة املوارد البشرية,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,مديريت فناوری اطالعات,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,األعمال الذكية,دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,رايدة األعمال (جديد),دكتوراه,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,السلوك التنظيمي,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة خوارزمي,) ( إدارة األعمال,ماجستير,0,دولار,السعر غير مذكور في الملف,
إيران,جامعة سهند للتكنولوجيا,هندسة املواد وامليتالورجي,بكالوريوس,0,دولار,سنوي محسوب للكورسين, البكالوريوس غير مذكور
إيران,جامعة سهند للتكنولوجيا,هندسة النفط,بكالوريوس,0,دولار,سنوي محسوب للكورسين, البكالوريوس غير مذكور
إيران,جامعة سهند للتكنولوجيا,الهندسة الكيميائية,بكالوريوس,0,دولار,سنوي محسوب للكورسين, البكالوريوس غير مذكور
إيران,جامعة سهند للتكنولوجيا,هندسة التعدين,بكالوريوس,0,دولار,سنوي محسوب للكورسين, البكالوريوس غير مذكور
إيران,جامعة سهند للتكنولوجيا,الهندسة الكهربائية,بكالوريوس,0,دولار,سنوي محسوب للكورسين, البكالوريوس غير مذكور
إيران,جامعة سهند للتكنولوجيا,هندسة البوليمرات,بكالوريوس,0,دولار,سنوي محسوب للكورسين, البكالوريوس غير مذكور
إيران,جامعة سهند للتكنولوجيا,الرایضيات وتطبيقاهتا,بكالوريوس,0,دولار,سنوي محسوب للكورسين, البكالوريوس غير مذكور
